PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;PRESTADORA_1_SERV_MOD;PRESTADORA_2_CNPJ;PRESTADORA_2;PRESTADORA_2_SERV_MOD;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.034247/2019-73;27/08/2019;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.685.452/0001-01;VMAX-NET TELECOMUNICAÇÕES DO BRASIL LTDA - EPP;STFC-LOCAL;5035520;19/12/2019;18/12/2019;Classe: II.
53500.034242/2019-41;27/08/2019;CONTRATO;02.421.421/0001-11;TIM S.A.;STFC-LOCAL;07.685.452/0001-01;VMAX-NET TELECOMUNICAÇÕES DO BRASIL LTDA - EPP;STFC-LOCAL;5035270;19/12/2019;18/12/2019;Classe: I.
53500.034236/2019-93;27/08/2019;CONTRATO;02.421.421/0001-11;TIM S.A.;STFC-LDN-LDI;11.743.904/0001-23;VETT - VIA EXPRESS TECNOLOGIA E TELECOMUNICAÇÕES LTDA;STFC-LOCAL;5034891;19/12/2019;18/12/2019;Classe: I.
53500.034219/2019-56;27/08/2019;CONTRATO;02.421.421/0001-11;TIM S.A.;SMP;26.016.500/0001-05;INTERNET ULTRA LTDA;STFC-LOCAL;5025842;19/12/2019;18/12/2019;Classe: II.
53500.034210/2019-45;27/08/2019;CONTRATO;02.421.421/0001-11;TIM S.A.;STFC-LDN-LDI;26.016.500/0001-05;INTERNET ULTRA LTDA;STFC-LOCAL;5017337;17/12/2019;13/12/2019;Classe: I.
53500.034206/2019-87;27/08/2019;CONTRATO;02.421.421/0001-11;TIM S.A.;STFC-LOCAL;26.016.500/0001-05;INTERNET ULTRA LTDA;STFC-LOCAL;5004752;17/12/2019;13/12/2019;Classe: I.
53500.036440/2019-49;11/09/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;23.967.653/0001-40;TVC SERVIÇOS DE COMUNICAÇÃO LTDA - ME;STFC-LOCAL/LDN/LDI;5033971;19/12/2019;18/12/2019;
53500.036445/2019-71;11/09/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;23.967.653/0001-40;TVC SERVIÇOS DE COMUNICAÇÃO LTDA - ME;STFC-LOCAL/LDN/LDI;5037960;19/12/2019;18/12/2019;
53500.040962/2019-45;09/10/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;05.896.206/0001-65;BRASREDE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;5039709;19/12/2019;18/12/2019;
53500.041056/2019-68;09/10/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;11.743.904/0001-23;VETT - VIA EXPRESS TECNOLOGIA E TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;5040334;19/12/2019;18/12/2019;
53500.041061/2019-71;09/10/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;07.153.326/0001-06;ULTRAWAVE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;5040335;19/12/2019;18/12/2019;
53500.041287/2019-71;10/10/2019;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;28.702.480/0001-51;CONECT TURBO TELECOM EIRELI;STFC-LOCAL/LDN/LDI;5040333;19/12/2019;18/12/2019;
